trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.9, 'e': 0.9801986733067553}",25,0,-161.87793983808248,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
2,False,"{'a': 0.9, 'e': 0.9607894391523232}",20,0,-56.10197380723252,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
3,False,"{'a': 0.9, 'e': 0.9417645335842487}",25,0,-177.95343753329877,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 3}",0
4,False,"{'a': 0.9, 'e': 0.9231163463866358}",30,9,-179.36369588743864,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 3}",1
5,False,"{'a': 0.9, 'e': 0.9048374180359595}",30,0,-118.04137741191236,"{0: 17, 1: 5, 2: 7, 3: 0, 4: 1}",0
6,False,"{'a': 0.9, 'e': 0.8869204367171575}",25,0,-62.96973022472595,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
7,False,"{'a': 0.9, 'e': 0.8693582353988059}",20,0,-84.63501265715597,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
8,False,"{'a': 0.9, 'e': 0.8521437889662113}",30,0,-212.53524826828212,"{0: 17, 1: 3, 2: 6, 3: 0, 4: 4}",0
9,False,"{'a': 0.9, 'e': 0.835270211411272}",25,16,-37.98889119198553,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
10,False,"{'a': 0.9, 'e': 0.8187307530779818}",25,0,-56.7179673247193,"{0: 16, 1: 6, 2: 2, 3: 1, 4: 0}",0
11,False,"{'a': 0.9, 'e': 0.8025187979624785}",25,0,-110.85174424776356,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
12,False,"{'a': 0.9, 'e': 0.7866278610665535}",25,0,-99.95644341607263,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
13,False,"{'a': 0.9, 'e': 0.7710515858035663}",20,0,-86.57033226028048,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
14,False,"{'a': 0.9, 'e': 0.7557837414557255}",20,12,8.554851964204353,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
15,False,"{'a': 0.9, 'e': 0.7408182206817179}",25,5,-95.6614715681292,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",1
16,False,"{'a': 0.9, 'e': 0.7261490370736909}",25,4,-129.43958538316804,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 3}",1
17,False,"{'a': 0.9, 'e': 0.7117703227626097}",20,0,-75.40984369323377,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
18,False,"{'a': 0.9, 'e': 0.697676326071031}",20,0,-42.84366341952302,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
19,False,"{'a': 0.9, 'e': 0.6838614092123558}",25,0,-6.956239064308914,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
