trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.9900498337491681}",20,12,12.21035491568474,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,False,"{'a': 0.5, 'e': 0.9801986733067553}",20,0,-73.29122410185313,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
3,False,"{'a': 0.5, 'e': 0.9704455335485082}",20,5,-4.890470762018866,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
4,False,"{'a': 0.5, 'e': 0.9607894391523232}",25,0,-151.12028390475268,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
5,False,"{'a': 0.5, 'e': 0.951229424500714}",30,0,-162.83619684722083,"{0: 21, 1: 0, 2: 6, 3: 0, 4: 3}",0
6,False,"{'a': 0.5, 'e': 0.9417645335842487}",30,0,-127.61343731645323,"{0: 16, 1: 5, 2: 8, 3: 0, 4: 1}",0
7,False,"{'a': 0.5, 'e': 0.9323938199059483}",30,0,-113.78772178540704,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
8,False,"{'a': 0.5, 'e': 0.9231163463866358}",30,0,-221.01337491073534,"{0: 13, 1: 7, 2: 6, 3: 1, 4: 3}",0
9,False,"{'a': 0.5, 'e': 0.9139311852712282}",25,0,-172.9647218542509,"{0: 13, 1: 4, 2: 5, 3: 0, 4: 3}",0
10,False,"{'a': 0.5, 'e': 0.9048374180359595}",20,0,-60.26115842373459,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
11,False,"{'a': 0.5, 'e': 0.8958341352965282}",20,0,-118.77496922987947,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
12,False,"{'a': 0.5, 'e': 0.8869204367171575}",25,0,-112.91623351662463,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
13,False,"{'a': 0.5, 'e': 0.8780954309205613}",20,0,-122.22254368270012,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
14,False,"{'a': 0.5, 'e': 0.8693582353988059}",25,0,-64.40579959562385,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
15,False,"{'a': 0.5, 'e': 0.8607079764250578}",20,6,-6.052119518457126,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
16,False,"{'a': 0.5, 'e': 0.8521437889662113}",20,0,-34.76779789390295,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
17,False,"{'a': 0.5, 'e': 0.8436648165963837}",20,8,-89.28369954122071,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 2}",1
18,False,"{'a': 0.5, 'e': 0.835270211411272}",20,0,-27.715094380541316,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
19,False,"{'a': 0.5, 'e': 0.8269591339433623}",30,0,-68.37680095808251,"{0: 21, 1: 5, 2: 3, 3: 0, 4: 1}",1
20,False,"{'a': 0.5, 'e': 0.8187307530779818}",20,13,2.8162998436165685,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
21,False,"{'a': 0.5, 'e': 0.8105842459701871}",30,0,-74.98842941685459,"{0: 20, 1: 6, 2: 3, 3: 0, 4: 1}",0
22,False,"{'a': 0.5, 'e': 0.8025187979624785}",30,0,-277.2772695311018,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 6}",0
23,False,"{'a': 0.5, 'e': 0.794533602503334}",20,14,-8.176835106477041,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
24,False,"{'a': 0.5, 'e': 0.7866278610665535}",30,11,-23.27287597030698,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 0}",1
25,False,"{'a': 0.5, 'e': 0.7788007830714049}",30,0,-228.11480613258925,"{0: 14, 1: 2, 2: 10, 3: 1, 4: 3}",0
26,False,"{'a': 0.5, 'e': 0.7710515858035663}",20,0,-41.01153827762757,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
27,False,"{'a': 0.5, 'e': 0.7633794943368531}",25,0,-196.25232408350917,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 4}",0
28,False,"{'a': 0.5, 'e': 0.7557837414557255}",20,0,-45.814693066489234,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
29,False,"{'a': 0.5, 'e': 0.7482635675785653}",20,0,-55.12523944425519,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
30,False,"{'a': 0.5, 'e': 0.7408182206817179}",20,0,-16.272624281325026,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
31,False,"{'a': 0.5, 'e': 0.7334469562242892}",20,0,-73.54137574851927,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
