trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.9, 'e': 0.9223781486280005}",25,0,-35.19702103450504,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
2,False,"{'a': 0.9, 'e': 0.8897631279949341}",20,6,12.138674080371517,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
3,False,"{'a': 0.9, 'e': 0.8583013649194947}",20,0,-68.80537026818324,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
4,False,"{'a': 0.9, 'e': 0.8279520805529065}",35,0,-64.95711548170142,"{0: 27, 1: 3, 2: 4, 3: 0, 4: 1}",0
5,False,"{'a': 0.9, 'e': 0.7986759379745181}",25,0,-81.19323531024553,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
6,False,"{'a': 0.9, 'e': 0.7704349912056476}",20,0,-71.0290224777856,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
7,False,"{'a': 0.9, 'e': 0.7431926360262832}",35,0,-19.571508418323262,"{0: 28, 1: 4, 2: 3, 3: 0, 4: 0}",0
8,False,"{'a': 0.9, 'e': 0.7169135625308897}",20,9,-39.183539366738174,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 1}",1
9,False,"{'a': 0.9, 'e': 0.6915637093618288}",20,0,-103.45265296637481,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
10,False,"{'a': 0.9, 'e': 0.6671102195610716}",25,0,26.08684869924712,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
11,False,"{'a': 0.9, 'e': 0.6435213979829828}",20,0,-65.78563749782599,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
12,False,"{'a': 0.9, 'e': 0.6207666702129742}",20,3,-45.28346880801997,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 0}",1
13,False,"{'a': 0.9, 'e': 0.5988165429387844}",20,0,-49.848713802665145,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
14,False,"{'a': 0.9, 'e': 0.5776425657230181}",35,4,8.180605775747061,"{0: 28, 1: 2, 2: 1, 3: 0, 4: 0}",1
15,False,"{'a': 0.9, 'e': 0.5572172941273964}",20,0,-39.037741175419804,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
16,False,"{'a': 0.9, 'e': 0.5375142541409234}",20,0,-82.11202389492595,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
17,False,"{'a': 0.9, 'e': 0.5185079078658623}",20,9,19.978338037159162,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,False,"{'a': 0.9, 'e': 0.5001736204170455}",20,3,18.680739970899655,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
19,False,"{'a': 0.9, 'e': 0.482487627991615}",20,0,15.231200031974208,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
20,False,"{'a': 0.9, 'e': 0.4654270070678074}",20,14,-30.278625863426445,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
21,False,"{'a': 0.9, 'e': 0.4489696446928613}",30,3,-79.1858138832806,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 2}",1
22,False,"{'a': 0.9, 'e': 0.43309420982153524}",35,8,-18.148583691555274,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 1}",1
23,False,"{'a': 0.9, 'e': 0.41778012566808703}",25,11,10.217224552733551,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
