trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.9, 'e': 0.9223781486280005}",25,0,-78.50190810573179,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
2,False,"{'a': 0.9, 'e': 0.8897631279949341}",20,0,-129.47317753416476,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
3,False,"{'a': 0.9, 'e': 0.8583013649194947}",20,0,-31.247575993889917,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
4,False,"{'a': 0.9, 'e': 0.8279520805529065}",25,0,-47.618171402650425,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
5,False,"{'a': 0.9, 'e': 0.7986759379745181}",20,0,-39.278079538090154,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
6,False,"{'a': 0.9, 'e': 0.7704349912056476}",20,0,8.348829381783329,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
7,False,"{'a': 0.9, 'e': 0.7431926360262832}",25,0,-28.240995485729947,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
8,False,"{'a': 0.9, 'e': 0.7169135625308897}",25,0,-15.805599820983337,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
9,False,"{'a': 0.9, 'e': 0.6915637093618288}",20,0,-14.357672505894875,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
10,False,"{'a': 0.9, 'e': 0.6671102195610716}",30,0,-71.62729035624443,"{0: 26, 1: 0, 2: 1, 3: 1, 4: 2}",0
11,False,"{'a': 0.9, 'e': 0.6435213979829828}",20,0,-31.20499169970573,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
12,False,"{'a': 0.9, 'e': 0.6207666702129742}",20,0,-31.445518902292388,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
13,False,"{'a': 0.9, 'e': 0.5988165429387844}",20,0,-55.961872001348596,"{0: 15, 1: 3, 2: 0, 3: 1, 4: 1}",0
14,False,"{'a': 0.9, 'e': 0.5776425657230181}",25,0,-25.15149128204946,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
15,False,"{'a': 0.9, 'e': 0.5572172941273964}",25,0,-105.78708757549651,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 3}",0
16,False,"{'a': 0.9, 'e': 0.5375142541409234}",25,15,17.94373688075564,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,False,"{'a': 0.9, 'e': 0.5185079078658623}",25,0,-21.876749575407707,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
18,False,"{'a': 0.9, 'e': 0.5001736204170455}",25,4,-88.3196858460743,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 2}",1
