trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.9, 'e': 0.9411996443478158}",25,0,-118.17768643232104,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 1}",0
2,False,"{'a': 0.9, 'e': 0.9161272543446541}",20,0,-92.7861836474671,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
3,False,"{'a': 0.9, 'e': 0.8917227616831944}",20,0,-106.38947983424352,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
4,False,"{'a': 0.9, 'e': 0.8679683744074644}",20,0,-21.555006686623493,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
5,False,"{'a': 0.9, 'e': 0.84484677451711}",20,0,-137.2282970282379,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
6,False,"{'a': 0.9, 'e': 0.8223411053418056}",20,0,-73.72814768410355,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
7,False,"{'a': 0.9, 'e': 0.8004349592519954}",30,0,-166.05174348829306,"{0: 19, 1: 1, 2: 7, 3: 0, 4: 3}",0
8,False,"{'a': 0.9, 'e': 0.7791123656970042}",30,0,-162.01020875832882,"{0: 16, 1: 4, 2: 8, 3: 0, 4: 2}",0
9,False,"{'a': 0.9, 'e': 0.7583577795617991}",20,0,-133.2245018775255,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
10,False,"{'a': 0.9, 'e': 0.738156069833912}",30,0,-189.72031375281506,"{0: 15, 1: 5, 2: 7, 3: 0, 4: 3}",0
11,False,"{'a': 0.9, 'e': 0.7184925085722617}",20,0,-118.73393898440352,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
12,False,"{'a': 0.9, 'e': 0.6993527601698318}",20,0,-120.5478574097567,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
13,False,"{'a': 0.9, 'e': 0.6807228709023792}",30,0,-101.78727435299258,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",0
14,False,"{'a': 0.9, 'e': 0.6625892587555506}",20,0,-107.58061535622006,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
15,False,"{'a': 0.9, 'e': 0.6449387035229929}",25,0,-130.50688888034088,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
16,False,"{'a': 0.9, 'e': 0.6277583371682365}",25,0,-102.91214668991452,"{0: 16, 1: 0, 2: 8, 3: 0, 4: 1}",0
17,False,"{'a': 0.9, 'e': 0.6110356344433279}",35,21,-18.63575679501956,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
18,False,"{'a': 0.9, 'e': 0.5947584037573684}",25,0,-150.01997746457886,"{0: 13, 1: 5, 2: 4, 3: 1, 4: 2}",0
19,False,"{'a': 0.9, 'e': 0.578914778288305}",20,0,-156.66655830530732,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 2}",0
20,False,"{'a': 0.9, 'e': 0.5634932073314907}",25,0,-111.89847050827014,"{0: 15, 1: 0, 2: 9, 3: 0, 4: 1}",0
21,False,"{'a': 0.9, 'e': 0.5484824478787103}",20,0,-107.61013545884899,"{0: 10, 1: 5, 2: 3, 3: 1, 4: 1}",0
22,False,"{'a': 0.9, 'e': 0.5338715564215288}",30,0,-94.25289905014913,"{0: 21, 1: 1, 2: 7, 3: 0, 4: 1}",0
23,False,"{'a': 0.9, 'e': 0.5196498809729894}",20,0,-145.34634253265517,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
24,False,"{'a': 0.9, 'e': 0.5058070533018427}",30,0,-126.68265999966513,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 2}",0
25,False,"{'a': 0.9, 'e': 0.4923329813736481}",30,0,-40.350213342574584,"{0: 23, 1: 0, 2: 7, 3: 0, 4: 0}",0
26,False,"{'a': 0.9, 'e': 0.47921784199323236}",35,0,-184.2067375907189,"{0: 18, 1: 11, 2: 3, 3: 0, 4: 3}",0
27,False,"{'a': 0.9, 'e': 0.4664520736431461}",25,0,-236.31113623425617,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 5}",0
28,False,"{'a': 0.9, 'e': 0.4540263695128941}",25,0,-126.77753755903419,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 1}",0
29,False,"{'a': 0.9, 'e': 0.44193167071385786}",20,0,-81.08780471295204,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
30,False,"{'a': 0.9, 'e': 0.43015915967496515}",20,0,-40.71027870431861,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
