trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.85, 'e': 0.9802960494069208}",20,0,-228.38869472635173,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 5}",0
2,False,"{'a': 0.85, 'e': 0.24751862577658973}",20,0,-85.1950623018035,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
3,False,"{'a': 0.85, 'e': 0.11037405768148256}",35,13,-65.36634545309884,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 1}",1
4,False,"{'a': 0.85, 'e': 0.06218866798092052}",20,0,-28.392909340296608,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
5,False,"{'a': 0.85, 'e': 0.03984047872319234}",30,0,-167.92596686817575,"{0: 19, 1: 3, 2: 4, 3: 1, 4: 3}",0
6,False,"{'a': 0.85, 'e': 0.02768541615333291}",20,0,-12.26722672064056,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
7,False,"{'a': 0.85, 'e': 0.020349978937771802}",25,0,-48.88512731640026,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
8,False,"{'a': 0.85, 'e': 0.015586010620307638}",25,0,-2.4068809673365568,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 0}",0
9,False,"{'a': 0.85, 'e': 0.012318289827186713}",20,3,9.363087963396948,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
10,False,"{'a': 0.85, 'e': 0.00998002996004994}",20,1,-21.117448409319774,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
11,False,"{'a': 0.85, 'e': 0.008249456979494325}",30,11,0.6948822544214219,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
12,False,"{'a': 0.85, 'e': 0.006932884821904589}",20,0,-12.297233211973731,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
13,False,"{'a': 0.85, 'e': 0.005908066933671905}",20,12,17.303882237381284,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,False,"{'a': 0.85, 'e': 0.005094759988404326}",20,12,-30.259500007837076,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
