trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.9, 'e': 0.9507539286723269}",30,0,-121.73116778868372,"{0: 20, 1: 3, 2: 3, 3: 3, 4: 1}",0
2,False,"{'a': 0.9, 'e': 0.9296008300257927}",25,0,-71.6069710799804,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
3,False,"{'a': 0.9, 'e': 0.9089183616536712}",20,0,-54.80489220370702,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
4,False,"{'a': 0.9, 'e': 0.8886960526146174}",20,0,-51.52200352523245,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
5,False,"{'a': 0.9, 'e': 0.8689236649327765}",25,0,7.140147405332293,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
6,False,"{'a': 0.9, 'e': 0.8495911884145902}",35,13,-14.457086008479006,"{0: 20, 1: 0, 2: 0, 3: 2, 4: 0}",1
7,False,"{'a': 0.9, 'e': 0.8306888355809225}",25,0,-114.98290720195848,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 3}",0
8,False,"{'a': 0.9, 'e': 0.812207036711939}",25,0,-16.297040230368136,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
9,False,"{'a': 0.9, 'e': 0.7941364350022319}",30,16,20.461862459789053,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
10,False,"{'a': 0.9, 'e': 0.7764678818237378}",30,3,-117.33747273683402,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 3}",1
11,False,"{'a': 0.9, 'e': 0.759192432094049}",30,14,-12.127073526498316,"{0: 12, 1: 3, 2: 1, 3: 0, 4: 0}",1
12,False,"{'a': 0.9, 'e': 0.7423013397477743}",25,0,-38.97073067714849,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
13,False,"{'a': 0.9, 'e': 0.7257860533086574}",25,11,19.304354733638004,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,False,"{'a': 0.9, 'e': 0.7096382115602086}",30,0,-43.157104074110244,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 2}",0
15,False,"{'a': 0.9, 'e': 0.6938496393126605}",30,15,-22.430125235493588,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
16,False,"{'a': 0.9, 'e': 0.678412343264104}",20,0,-36.84533279405342,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
17,False,"{'a': 0.9, 'e': 0.6633185079537081}",20,12,-5.904347985832965,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
18,False,"{'a': 0.9, 'e': 0.648560491804976}",30,17,22.52339035646582,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,False,"{'a': 0.9, 'e': 0.6341308232570341}",25,12,-10.277532549451369,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
20,False,"{'a': 0.9, 'e': 0.620022196981994}",20,0,-23.83446235590022,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
21,False,"{'a': 0.9, 'e': 0.6062274701864752}",30,11,-21.518939436346795,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
22,False,"{'a': 0.9, 'e': 0.5927396589954125}",20,0,-5.255078469059755,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
23,False,"{'a': 0.9, 'e': 0.579551934916321}",20,0,-17.287074928494405,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
24,False,"{'a': 0.9, 'e': 0.5666576213822248}",30,17,-35.31539605683428,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
25,False,"{'a': 0.9, 'e': 0.5540501903715035}",20,8,11.35829813537817,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
26,False,"{'a': 0.9, 'e': 0.5417232591029411}",20,0,-101.17017906491597,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 3}",0
27,False,"{'a': 0.9, 'e': 0.5296705868043069}",25,5,-11.518992842182115,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
28,False,"{'a': 0.9, 'e': 0.5178860715528316}",20,0,-5.645440752772364,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
29,False,"{'a': 0.9, 'e': 0.5063637471859779}",25,11,25.736636231752545,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,False,"{'a': 0.9, 'e': 0.49509778028094364}",25,0,-8.19586979394518,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
31,False,"{'a': 0.9, 'e': 0.4840824672013673}",20,0,3.6724956407215053,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
32,False,"{'a': 0.9, 'e': 0.47331223120973953}",20,7,-16.41276367931705,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
33,False,"{'a': 0.9, 'e': 0.46278161964406134}",25,3,-8.263113024268447,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
34,False,"{'a': 0.9, 'e': 0.452485301157317}",25,8,-34.45713925514155,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
35,False,"{'a': 0.9, 'e': 0.4424180630183661}",25,10,22.811952147467434,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,False,"{'a': 0.9, 'e': 0.43257480847288693}",25,4,-15.838112635400094,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 1}",1
37,False,"{'a': 0.9, 'e': 0.42295055416303573}",25,0,34.32645125730044,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
38,False,"{'a': 0.9, 'e': 0.4135404276045154}",20,0,-25.597598229001434,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
39,False,"{'a': 0.9, 'e': 0.4043396647197763}",25,15,4.785867035019163,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
40,False,"{'a': 0.9, 'e': 0.39534360742610014}",20,12,11.881648811329674,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,False,"{'a': 0.9, 'e': 0.3865477012773461}",30,0,-19.023368111082064,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
42,False,"{'a': 0.9, 'e': 0.37794749315816534}",25,9,11.847726026016838,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
