trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.9, 'e': 0.9411996443478158}",20,0,-28.6494633285328,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
2,False,"{'a': 0.9, 'e': 0.9161272543446541}",20,0,-115.9965534422643,"{0: 12, 1: 4, 2: 1, 3: 1, 4: 2}",0
3,False,"{'a': 0.9, 'e': 0.8917227616831944}",25,0,-41.72773425884107,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
4,False,"{'a': 0.9, 'e': 0.8679683744074644}",20,0,-232.49437882291397,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 5}",0
5,False,"{'a': 0.9, 'e': 0.84484677451711}",20,0,-62.22529306808659,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
6,False,"{'a': 0.9, 'e': 0.8223411053418056}",30,0,-101.32266835471464,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
7,False,"{'a': 0.9, 'e': 0.8004349592519954}",25,17,-39.465196575711325,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
8,False,"{'a': 0.9, 'e': 0.7791123656970042}",30,14,-63.28127268987932,"{0: 9, 1: 5, 2: 1, 3: 0, 4: 1}",1
9,False,"{'a': 0.9, 'e': 0.7583577795617991}",20,0,-114.1931181695122,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
10,False,"{'a': 0.9, 'e': 0.738156069833912}",30,0,-93.3291480920796,"{0: 16, 1: 6, 2: 8, 3: 0, 4: 0}",0
11,False,"{'a': 0.9, 'e': 0.7184925085722617}",20,0,-130.2828488134923,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
12,False,"{'a': 0.9, 'e': 0.6993527601698318}",25,0,-170.06812141568847,"{0: 12, 1: 2, 2: 8, 3: 1, 4: 2}",0
13,False,"{'a': 0.9, 'e': 0.6807228709023792}",25,0,-198.01868947799443,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 4}",0
14,False,"{'a': 0.9, 'e': 0.6625892587555506}",20,0,-95.81586939985492,"{0: 9, 1: 6, 2: 4, 3: 0, 4: 1}",0
15,False,"{'a': 0.9, 'e': 0.6449387035229929}",20,0,-108.8563999494711,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
16,False,"{'a': 0.9, 'e': 0.6277583371682365}",30,0,-113.63371379647019,"{0: 19, 1: 4, 2: 4, 3: 2, 4: 1}",0
17,False,"{'a': 0.9, 'e': 0.6110356344433279}",20,4,-65.96391464861348,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 1}",1
18,False,"{'a': 0.9, 'e': 0.5947584037573684}",35,0,-128.74652952465019,"{0: 19, 1: 4, 2: 11, 3: 1, 4: 0}",0
19,False,"{'a': 0.9, 'e': 0.578914778288305}",30,6,-112.42709886845559,"{0: 12, 1: 4, 2: 7, 3: 0, 4: 1}",1
20,False,"{'a': 0.9, 'e': 0.5634932073314907}",20,0,-103.50262374710132,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
21,False,"{'a': 0.9, 'e': 0.5484824478787103}",30,0,-142.46466723133625,"{0: 18, 1: 3, 2: 7, 3: 0, 4: 2}",0
22,False,"{'a': 0.9, 'e': 0.5338715564215288}",20,1,-110.31235072485575,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 1}",1
23,False,"{'a': 0.9, 'e': 0.5196498809729894}",20,3,-19.490747270832163,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 0}",1
24,False,"{'a': 0.9, 'e': 0.5058070533018427}",25,0,-139.32707822518316,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
25,False,"{'a': 0.9, 'e': 0.4923329813736481}",20,0,-8.752878550317641,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
26,False,"{'a': 0.9, 'e': 0.47921784199323236}",30,0,-174.5255293287773,"{0: 17, 1: 5, 2: 5, 3: 0, 4: 3}",0
27,False,"{'a': 0.9, 'e': 0.4664520736431461}",20,0,-85.70715549514723,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
28,False,"{'a': 0.9, 'e': 0.4540263695128941}",20,7,-21.91489344143759,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
29,False,"{'a': 0.9, 'e': 0.44193167071385786}",20,0,-35.50576717078961,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
30,False,"{'a': 0.9, 'e': 0.43015915967496515}",20,0,-88.34796033454718,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
31,False,"{'a': 0.9, 'e': 0.41870025371428954}",20,0,-71.12029323668452,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
32,False,"{'a': 0.9, 'e': 0.40754659878189564}",30,0,-190.84238187504937,"{0: 17, 1: 4, 2: 5, 3: 1, 4: 3}",0
33,False,"{'a': 0.9, 'e': 0.39669006336936674}",20,1,-77.017361527426,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 0}",1
34,False,"{'a': 0.9, 'e': 0.38612273258157465}",20,3,-84.8202484560598,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 1}",1
35,False,"{'a': 0.9, 'e': 0.375836902366371}",20,9,-6.849181305746911,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
36,False,"{'a': 0.9, 'e': 0.3658250738979919}",25,0,-228.13568591224836,"{0: 11, 1: 5, 2: 4, 3: 1, 4: 4}",0
37,False,"{'a': 0.9, 'e': 0.35607994811008165}",20,0,-85.47125753225706,"{0: 12, 1: 5, 2: 1, 3: 1, 4: 1}",0
38,False,"{'a': 0.9, 'e': 0.34659442037435045}",20,0,-35.080332071661104,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
39,False,"{'a': 0.9, 'e': 0.3373615753209857}",25,3,-239.41285047289966,"{0: 10, 1: 1, 2: 5, 3: 2, 4: 4}",1
40,False,"{'a': 0.9, 'e': 0.3283746817970407}",20,14,-2.3295338640931043,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
41,False,"{'a': 0.9, 'e': 0.3196271879591266}",20,0,-220.13391928361827,"{0: 6, 1: 3, 2: 7, 3: 1, 4: 3}",0
42,False,"{'a': 0.9, 'e': 0.31111271649682803}",20,0,-165.52712819367196,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
43,False,"{'a': 0.9, 'e': 0.3028250599833615}",25,0,-90.35328846998542,"{0: 14, 1: 6, 2: 4, 3: 0, 4: 1}",0
44,False,"{'a': 0.9, 'e': 0.29475817635008655}",35,0,-263.3304818908599,"{0: 18, 1: 3, 2: 9, 3: 1, 4: 4}",0
45,False,"{'a': 0.9, 'e': 0.2869061844815697}",30,0,-96.01039575943493,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
46,False,"{'a': 0.9, 'e': 0.2792633599279911}",30,0,-56.159604971958856,"{0: 21, 1: 3, 2: 6, 3: 0, 4: 0}",0
47,False,"{'a': 0.9, 'e': 0.2718241307317672}",30,0,-110.20287892578153,"{0: 21, 1: 4, 2: 3, 3: 0, 4: 2}",0
48,False,"{'a': 0.9, 'e': 0.2645830733653465}",20,0,-58.22422467982574,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
49,False,"{'a': 0.9, 'e': 0.25753490877721835}",30,0,-139.2720208522525,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
50,False,"{'a': 0.9, 'e': 0.25067449854325013}",20,0,-86.49626370141424,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
51,False,"{'a': 0.9, 'e': 0.2439968411205485}",20,0,-182.67644671741078,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
52,False,"{'a': 0.9, 'e': 0.23749706820111346}",25,0,-151.84474988209774,"{0: 13, 1: 2, 2: 8, 3: 0, 4: 2}",0
53,False,"{'a': 0.9, 'e': 0.23117044116262586}",20,0,-78.6780044024879,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
54,False,"{'a': 0.9, 'e': 0.22501234761378217}",30,0,-125.82721355701291,"{0: 18, 1: 1, 2: 10, 3: 0, 4: 1}",0
55,False,"{'a': 0.9, 'e': 0.21901829803165668}",20,0,-116.41265717268496,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
56,False,"{'a': 0.9, 'e': 0.21318392248864057}",20,0,-167.32651165314928,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
57,False,"{'a': 0.9, 'e': 0.20750496746657118}",30,0,-152.6859931326558,"{0: 18, 1: 2, 2: 8, 3: 0, 4: 2}",0
58,False,"{'a': 0.9, 'e': 0.20197729275572887}",20,0,-129.551764056903,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
59,False,"{'a': 0.9, 'e': 0.19659686843644067}",25,0,-135.59402915802164,"{0: 17, 1: 1, 2: 3, 3: 2, 4: 2}",0
60,False,"{'a': 0.9, 'e': 0.1913597719410906}",25,0,-161.33549024152697,"{0: 12, 1: 5, 2: 5, 3: 1, 4: 2}",0
61,False,"{'a': 0.9, 'e': 0.18626218519439391}",25,0,-72.46859414857968,"{0: 14, 1: 4, 2: 7, 3: 0, 4: 0}",0
62,False,"{'a': 0.9, 'e': 0.18130039182985122}",30,0,-100.94378768836003,"{0: 15, 1: 6, 2: 9, 3: 0, 4: 0}",0
63,False,"{'a': 0.9, 'e': 0.17647077448035273}",30,0,-91.38580167462938,"{0: 20, 1: 4, 2: 5, 3: 0, 4: 1}",0
64,False,"{'a': 0.9, 'e': 0.17176981214095735}",20,0,-116.20247872988476,"{0: 8, 1: 7, 2: 3, 3: 1, 4: 1}",0
65,False,"{'a': 0.9, 'e': 0.16719407760192437}",20,0,-153.21693466234413,"{0: 10, 1: 5, 2: 2, 3: 0, 4: 3}",0
66,False,"{'a': 0.9, 'e': 0.1627402349501254}",20,0,-137.76240379593588,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
67,False,"{'a': 0.9, 'e': 0.15840503713701634}",30,19,-66.37559303907004,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 1}",1
68,False,"{'a': 0.9, 'e': 0.15418532361139492}",20,0,-63.857820748342164,"{0: 10, 1: 5, 2: 5, 3: 0, 4: 0}",0
69,False,"{'a': 0.9, 'e': 0.15007801801521897}",20,0,-68.1643096354386,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
70,False,"{'a': 0.9, 'e': 0.14608012594080533}",20,0,-27.24873826065446,"{0: 13, 1: 6, 2: 1, 3: 0, 4: 0}",0
71,False,"{'a': 0.9, 'e': 0.14218873274777372}",25,0,-106.66359426611635,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
72,False,"{'a': 0.9, 'e': 0.13840100143814513}",25,0,-46.809319439722465,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
73,False,"{'a': 0.9, 'e': 0.1347141705880444}",35,0,-237.10273695748143,"{0: 22, 1: 3, 2: 5, 3: 0, 4: 5}",0
74,False,"{'a': 0.9, 'e': 0.13112555233450018}",25,0,-111.36336379752693,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
75,False,"{'a': 0.9, 'e': 0.1276325304158735}",20,0,-88.64541482757092,"{0: 9, 1: 4, 2: 6, 3: 1, 4: 0}",0
76,False,"{'a': 0.9, 'e': 0.12423255826448729}",20,0,-94.55488064172917,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 2}",0
77,False,"{'a': 0.9, 'e': 0.12092315715006582}",35,0,-155.38258996110466,"{0: 21, 1: 6, 2: 5, 3: 1, 4: 2}",0
78,False,"{'a': 0.9, 'e': 0.11770191437263054}",25,0,-121.3773600846946,"{0: 13, 1: 5, 2: 5, 3: 1, 4: 1}",0
79,False,"{'a': 0.9, 'e': 0.11456648150353484}",20,0,-109.91553385187227,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
80,False,"{'a': 0.9, 'e': 0.11151457267335561}",30,0,-80.45951349082347,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 2}",0
81,False,"{'a': 0.9, 'e': 0.10854396290539328}",25,0,-110.26218477410205,"{0: 14, 1: 1, 2: 8, 3: 2, 4: 0}",0
82,False,"{'a': 0.9, 'e': 0.10565248649356515}",30,0,-115.14021904111009,"{0: 16, 1: 7, 2: 6, 3: 0, 4: 1}",0
83,False,"{'a': 0.9, 'e': 0.10283803542350979}",25,0,-117.59809620635963,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
84,False,"{'a': 0.9, 'e': 0.1000985578357512}",20,0,-81.40713931481766,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
85,False,"{'a': 0.9, 'e': 0.09743205652980236}",30,9,-91.18180423849613,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 1}",1
86,False,"{'a': 0.9, 'e': 0.09483658750811778}",30,0,-104.45027954808663,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
87,False,"{'a': 0.9, 'e': 0.09231025855883292}",25,0,-73.54123813863282,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
88,False,"{'a': 0.9, 'e': 0.08985122787625814}",20,3,-54.39202254650266,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
89,False,"{'a': 0.9, 'e': 0.0874577027181207}",20,0,-50.89622319329929,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
90,False,"{'a': 0.9, 'e': 0.08512793809857633}",20,0,-64.78968227239183,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
91,False,"{'a': 0.9, 'e': 0.08286023551603713}",25,0,-144.67477053751873,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
92,False,"{'a': 0.9, 'e': 0.08065294171488883}",20,0,-17.01402767522301,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
93,False,"{'a': 0.9, 'e': 0.07850444748019415}",25,0,-250.25314527688425,"{0: 11, 1: 2, 2: 7, 3: 1, 4: 4}",0
94,False,"{'a': 0.9, 'e': 0.07641318646450387}",20,0,-133.87978054362338,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
95,False,"{'a': 0.9, 'e': 0.07437763404592013}",25,6,-109.57473490539915,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 2}",1
96,False,"{'a': 0.9, 'e': 0.07239630621657958}",20,0,-78.1618978112266,"{0: 11, 1: 0, 2: 9, 3: 0, 4: 0}",0
97,False,"{'a': 0.9, 'e': 0.07046775850074595}",20,0,-74.46193870286325,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
98,False,"{'a': 0.9, 'e': 0.06859058490172318}",20,0,-119.9156276018263,"{0: 10, 1: 6, 2: 2, 3: 0, 4: 2}",0
99,False,"{'a': 0.9, 'e': 0.06676341687682169}",20,0,-127.00029112176973,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
100,False,"{'a': 0.9, 'e': 0.06498492233963002}",25,0,-216.02987718959008,"{0: 10, 1: 4, 2: 8, 3: 0, 4: 3}",0
