trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.9, 'e': 0.9411996443478158}",20,0,-22.16972072448165,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
2,False,"{'a': 0.9, 'e': 0.9161272543446541}",30,0,-251.52268111729322,"{0: 16, 1: 5, 2: 4, 3: 0, 4: 5}",0
3,False,"{'a': 0.9, 'e': 0.8917227616831944}",30,0,-228.70791288443857,"{0: 15, 1: 1, 2: 10, 3: 1, 4: 3}",0
4,False,"{'a': 0.9, 'e': 0.8679683744074644}",30,0,-86.64285155529213,"{0: 23, 1: 4, 2: 1, 3: 0, 4: 2}",0
5,False,"{'a': 0.9, 'e': 0.84484677451711}",20,8,-122.70314513675038,"{0: 5, 1: 0, 2: 5, 3: 0, 4: 2}",1
6,False,"{'a': 0.9, 'e': 0.8223411053418056}",20,0,-150.1977226399916,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
7,False,"{'a': 0.9, 'e': 0.8004349592519954}",20,2,-100.88701533983965,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 2}",1
8,False,"{'a': 0.9, 'e': 0.7791123656970042}",25,0,-85.5543134258505,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
9,False,"{'a': 0.9, 'e': 0.7583577795617991}",20,0,-72.2279777529591,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
10,False,"{'a': 0.9, 'e': 0.738156069833912}",20,0,-97.20845249909948,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
11,False,"{'a': 0.9, 'e': 0.7184925085722617}",25,0,-169.63769857784135,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
12,False,"{'a': 0.9, 'e': 0.6993527601698318}",30,0,-71.73642466893742,"{0: 20, 1: 5, 2: 4, 3: 0, 4: 1}",0
13,False,"{'a': 0.9, 'e': 0.6807228709023792}",20,0,-59.73827112609405,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
14,False,"{'a': 0.9, 'e': 0.6625892587555506}",20,0,-111.06422048220445,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
15,False,"{'a': 0.9, 'e': 0.6449387035229929}",20,0,-58.550324096813846,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
16,False,"{'a': 0.9, 'e': 0.6277583371682365}",25,0,-164.04346499591708,"{0: 12, 1: 3, 2: 8, 3: 0, 4: 2}",0
17,False,"{'a': 0.9, 'e': 0.6110356344433279}",20,0,-145.69806110841327,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
18,False,"{'a': 0.9, 'e': 0.5947584037573684}",20,0,-200.67869674863445,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 4}",0
19,False,"{'a': 0.9, 'e': 0.578914778288305}",25,0,-79.5123759918495,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
