trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.1, 'e': 0.9920319148370607}",20,0,-64.64915609558417,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
2,False,"{'a': 0.1, 'e': 0.9841273200552851}",25,0,-40.17085548951924,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
3,False,"{'a': 0.1, 'e': 0.9762857097579093}",20,0,-67.49079868555958,"{0: 10, 1: 4, 2: 6, 3: 0, 4: 0}",0
4,False,"{'a': 0.1, 'e': 0.9685065820791976}",25,16,3.048601205612667,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
5,False,"{'a': 0.1, 'e': 0.9607894391523232}",25,0,-109.86257569923205,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
6,False,"{'a': 0.1, 'e': 0.9531337870775047}",25,0,-111.63852833186955,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
7,False,"{'a': 0.1, 'e': 0.9455391358903963}",20,10,-61.748257391998344,"{0: 5, 1: 2, 2: 2, 3: 0, 4: 1}",1
8,False,"{'a': 0.1, 'e': 0.9380049995307295}",20,0,-91.81646408997813,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
9,False,"{'a': 0.1, 'e': 0.9305308958112057}",25,0,-40.37997104402952,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
10,False,"{'a': 0.1, 'e': 0.9231163463866358}",25,0,-257.1275830096239,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 5}",0
11,False,"{'a': 0.1, 'e': 0.9157608767233256}",30,0,-202.14532295653802,"{0: 16, 1: 3, 2: 7, 3: 1, 4: 3}",0
12,False,"{'a': 0.1, 'e': 0.9084640160687062}",20,0,-89.18002891237053,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
13,False,"{'a': 0.1, 'e': 0.9012252974212047}",20,0,-132.85131432388036,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
14,False,"{'a': 0.1, 'e': 0.8940442575003572}",20,0,-77.60832337814247,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
15,False,"{'a': 0.1, 'e': 0.8869204367171575}",20,0,-62.053828618524406,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
16,False,"{'a': 0.1, 'e': 0.8798533791446438}",20,0,-78.12603763019251,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
17,False,"{'a': 0.1, 'e': 0.8728426324887193}",20,0,-143.61755000353193,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
18,False,"{'a': 0.1, 'e': 0.865887748059205}",30,0,-183.67208710171403,"{0: 16, 1: 5, 2: 6, 3: 0, 4: 3}",0
19,False,"{'a': 0.1, 'e': 0.8589882807411234}",20,0,-24.368505272124143,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
20,False,"{'a': 0.1, 'e': 0.8521437889662113}",20,0,-152.26914768384916,"{0: 10, 1: 0, 2: 8, 3: 0, 4: 2}",0
21,False,"{'a': 0.1, 'e': 0.8453538346846587}",20,7,-28.926432256575918,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 0}",1
22,False,"{'a': 0.1, 'e': 0.838617983337074}",20,0,-47.62153609813277,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
23,False,"{'a': 0.1, 'e': 0.8319358038266718}",25,0,-167.1544585656677,"{0: 11, 1: 4, 2: 8, 3: 0, 4: 2}",0
24,False,"{'a': 0.1, 'e': 0.8253068684916823}",20,6,-110.06390918177263,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 2}",1
25,False,"{'a': 0.1, 'e': 0.8187307530779818}",20,0,-29.807364075417286,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
26,False,"{'a': 0.1, 'e': 0.812207036711939}",20,0,-80.70558084824484,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
27,False,"{'a': 0.1, 'e': 0.8057353018734796}",20,0,-41.449526458746845,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
28,False,"{'a': 0.1, 'e': 0.7993151343693651}",20,0,-90.54578350695303,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
29,False,"{'a': 0.1, 'e': 0.7929461233066837}",25,0,-92.2837063435824,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
30,False,"{'a': 0.1, 'e': 0.7866278610665535}",30,0,-56.05334952936938,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
31,False,"{'a': 0.1, 'e': 0.7803599432780343}",20,0,-59.65799985092089,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
32,False,"{'a': 0.1, 'e': 0.7741419687922484}",35,0,-123.32088399957298,"{0: 24, 1: 0, 2: 9, 3: 1, 4: 1}",0
